xǁSceneOCRServiceǁ_deduplicate	8	TEST-GAP	det_id derivation unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_8
xǁSceneOCRServiceǁ_deduplicate	12	TEST-GAP	schema-key mangle unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_12
xǁSceneOCRServiceǁ_deduplicate	13	TEST-GAP	schema-key mangle unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_13
xǁSceneOCRServiceǁ_deduplicate	14	TEST-GAP	schema-key mangle unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_14
xǁSceneOCRServiceǁ_deduplicate	15	TEST-GAP	schema-key mangle unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_15
xǁSceneOCRServiceǁ_deduplicate	16	TEST-GAP	schema-key mangle unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_16
xǁSceneOCRServiceǁ_deduplicate	17	TEST-GAP	schema-key mangle unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_17
xǁSceneOCRServiceǁ_deduplicate	22	TEST-GAP	det_id derivation unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_22
xǁSceneOCRServiceǁ_deduplicate	23	EQUIVALENT	fallback det-bbox default unreachable in tests	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_23
xǁSceneOCRServiceǁ_deduplicate	25	EQUIVALENT	fallback det-bbox default unreachable in tests	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_25
xǁSceneOCRServiceǁ_deduplicate	26	EQUIVALENT	fallback det-bbox default unreachable in tests	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_26
xǁSceneOCRServiceǁ_deduplicate	27	EQUIVALENT	fallback det-bbox default unreachable in tests	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_27
xǁSceneOCRServiceǁ_deduplicate	28	EQUIVALENT	fallback det-bbox default unreachable in tests	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_28
xǁSceneOCRServiceǁ_deduplicate	29	EQUIVALENT	fallback det-bbox default unreachable in tests	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_29
xǁSceneOCRServiceǁ_deduplicate	31	TEST-GAP	detection_id=None on crop result	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_31
xǁSceneOCRServiceǁ_deduplicate	35	EQUIVALENT	falsy swap False<->None / ""<->None	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_35
xǁSceneOCRServiceǁ_deduplicate	42	TEST-GAP	IoU==0.70 boundary: dup no longer dropped	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_42
xǁSceneOCRServiceǁ_deduplicate	44	LOW-VALUE	abs(a+b)<0.05 unreachable for valid confidences	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_44
xǁSceneOCRServiceǁ_deduplicate	45	TEST-GAP	similar-confidence boundary <0.05 -> <=0.05	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_45
xǁSceneOCRServiceǁ_deduplicate	46	TEST-GAP	similar-branch <1.05 swallows frame-even-if-higher	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_46
xǁSceneOCRServiceǁ_deduplicate	50	EQUIVALENT	equality case pre-filtered by similar-confidence branch	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_50
xǁSceneOCRServiceǁ_deduplicate	52	EQUIVALENT	inner break -> outer continue equivalent effect	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_52
xǁSceneOCRServiceǁ_deduplicate	53	EQUIVALENT	falsy swap False<->None / ""<->None	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_53
xǁSceneOCRServiceǁ_deduplicate	60	TEST-GAP	overlap==0.50 now associated; threshold semantics	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_60
xǁSceneOCRServiceǁ_deduplicate	62	TEST-GAP	schema-key mangle unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_62
xǁSceneOCRServiceǁ_deduplicate	63	TEST-GAP	schema-key mangle unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_63
xǁSceneOCRServiceǁ_deduplicate	64	TEST-GAP	appends None into texts list	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_64
xǁSceneOCRServiceǁ_deduplicate	65	TEST-GAP	schema-key mangle unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_65
xǁSceneOCRServiceǁ_deduplicate	66	TEST-GAP	schema-key mangle unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_66
xǁSceneOCRServiceǁ_deduplicate	67	TEST-GAP	schema-key mangle unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_67
xǁSceneOCRServiceǁ_deduplicate	68	TEST-GAP	schema-key mangle unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_68
xǁSceneOCRServiceǁ_deduplicate	69	TEST-GAP	schema-key mangle unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_69
xǁSceneOCRServiceǁ_deduplicate	70	TEST-GAP	schema-key mangle unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_70
xǁSceneOCRServiceǁ_deduplicate	75	EQUIVALENT	fallback det-bbox default unreachable in tests	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_75
xǁSceneOCRServiceǁ_deduplicate	76	EQUIVALENT	fallback det-bbox default unreachable in tests	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_76
xǁSceneOCRServiceǁ_deduplicate	78	EQUIVALENT	fallback det-bbox default unreachable in tests	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_78
xǁSceneOCRServiceǁ_deduplicate	79	EQUIVALENT	fallback det-bbox default unreachable in tests	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_79
xǁSceneOCRServiceǁ_deduplicate	80	EQUIVALENT	fallback det-bbox default unreachable in tests	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_80
xǁSceneOCRServiceǁ_deduplicate	81	EQUIVALENT	fallback det-bbox default unreachable in tests	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_81
xǁSceneOCRServiceǁ_deduplicate	82	EQUIVALENT	fallback det-bbox default unreachable in tests	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_82
xǁSceneOCRServiceǁ_deduplicate	84	TEST-GAP	is_uncertain boundary at 0.50/0.80 unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_84
xǁSceneOCRServiceǁ_deduplicate	85	TEST-GAP	is_uncertain boundary at 0.50/0.80 unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_85
xǁSceneOCRServiceǁ_deduplicate	88	TEST-GAP	schema-key mangle unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_88
xǁSceneOCRServiceǁ_deduplicate	89	TEST-GAP	schema-key mangle unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_deduplicate__mutmut_89
xǁSceneOCRServiceǁ_determine_region	1	TEST-GAP	guard/arithmetic change	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_1
xǁSceneOCRServiceǁ_determine_region	2	TEST-GAP	guard/arithmetic change	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_2
xǁSceneOCRServiceǁ_determine_region	3	TEST-GAP	guard/arithmetic change	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_3
xǁSceneOCRServiceǁ_determine_region	4	TEST-GAP	guard/arithmetic change	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_4
xǁSceneOCRServiceǁ_determine_region	6	TEST-GAP	guard/arithmetic change	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_6
xǁSceneOCRServiceǁ_determine_region	7	TEST-GAP	guard/arithmetic change	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_7
xǁSceneOCRServiceǁ_determine_region	17	TEST-GAP	guard/arithmetic change	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_17
xǁSceneOCRServiceǁ_determine_region	18	TEST-GAP	guard/arithmetic change	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_18
xǁSceneOCRServiceǁ_determine_region	21	TEST-GAP	guard/arithmetic change	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_21
xǁSceneOCRServiceǁ_determine_region	27	TEST-GAP	guard/arithmetic change	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_27
xǁSceneOCRServiceǁ_determine_region	41	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_41
xǁSceneOCRServiceǁ_determine_region	47	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_47
xǁSceneOCRServiceǁ_determine_region	52	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_52
xǁSceneOCRServiceǁ_determine_region	54	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_54
xǁSceneOCRServiceǁ_determine_region	55	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_55
xǁSceneOCRServiceǁ_determine_region	56	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_56
xǁSceneOCRServiceǁ_determine_region	58	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_58
xǁSceneOCRServiceǁ_determine_region	60	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_60
xǁSceneOCRServiceǁ_determine_region	61	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_61
xǁSceneOCRServiceǁ_determine_region	62	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_62
xǁSceneOCRServiceǁ_determine_region	63	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_63
xǁSceneOCRServiceǁ_determine_region	79	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_79
xǁSceneOCRServiceǁ_determine_region	80	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_80
xǁSceneOCRServiceǁ_determine_region	81	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_81
xǁSceneOCRServiceǁ_determine_region	82	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_82
xǁSceneOCRServiceǁ_determine_region	83	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_83
xǁSceneOCRServiceǁ_determine_region	84	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_84
xǁSceneOCRServiceǁ_determine_region	85	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_85
xǁSceneOCRServiceǁ_determine_region	86	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_86
xǁSceneOCRServiceǁ_determine_region	87	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_87
xǁSceneOCRServiceǁ_determine_region	88	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_88
xǁSceneOCRServiceǁ_determine_region	89	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_89
xǁSceneOCRServiceǁ_determine_region	90	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_90
xǁSceneOCRServiceǁ_determine_region	97	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_97
xǁSceneOCRServiceǁ_determine_region	98	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_98
xǁSceneOCRServiceǁ_determine_region	99	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_99
xǁSceneOCRServiceǁ_determine_region	100	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_100
xǁSceneOCRServiceǁ_determine_region	101	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_101
xǁSceneOCRServiceǁ_determine_region	102	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_102
xǁSceneOCRServiceǁ_determine_region	103	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_103
xǁSceneOCRServiceǁ_determine_region	104	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_104
xǁSceneOCRServiceǁ_determine_region	105	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_105
xǁSceneOCRServiceǁ_determine_region	106	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_106
xǁSceneOCRServiceǁ_determine_region	107	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_107
xǁSceneOCRServiceǁ_determine_region	108	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_108
xǁSceneOCRServiceǁ_determine_region	109	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_109
xǁSceneOCRServiceǁ_determine_region	110	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_110
xǁSceneOCRServiceǁ_determine_region	111	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_111
xǁSceneOCRServiceǁ_determine_region	112	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_112
xǁSceneOCRServiceǁ_determine_region	113	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_113
xǁSceneOCRServiceǁ_determine_region	114	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_114
xǁSceneOCRServiceǁ_determine_region	115	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_115
xǁSceneOCRServiceǁ_determine_region	116	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_116
xǁSceneOCRServiceǁ_determine_region	117	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_117
xǁSceneOCRServiceǁ_determine_region	118	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_118
xǁSceneOCRServiceǁ_determine_region	119	TEST-GAP	XX token breaks map/lookup	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_119
xǁSceneOCRServiceǁ_determine_region	120	EQUIVALENT	UPPER token never matches lowercase region	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_120
xǁSceneOCRServiceǁ_determine_region	122	EQUIVALENT	default only for unreachable key	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_122
xǁSceneOCRServiceǁ_determine_region	124	EQUIVALENT	default only for unreachable key	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_124
xǁSceneOCRServiceǁ_determine_region	125	EQUIVALENT	default only for unreachable key	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_125
xǁSceneOCRServiceǁ_determine_region	126	EQUIVALENT	default only for unreachable key	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_determine_region__mutmut_126
xǁSceneOCRServiceǁ_get_client	1	LOW-VALUE	client construction internals; real client never exercised	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_get_client__mutmut_1
xǁSceneOCRServiceǁ_get_client	2	LOW-VALUE	client construction internals; real client never exercised	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_get_client__mutmut_2
xǁSceneOCRServiceǁ_get_client	3	LOW-VALUE	client construction internals; real client never exercised	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_get_client__mutmut_3
xǁSceneOCRServiceǁ_get_client	4	LOW-VALUE	client construction internals; real client never exercised	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_get_client__mutmut_4
xǁSceneOCRServiceǁ_get_client	5	LOW-VALUE	client construction internals; real client never exercised	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_get_client__mutmut_5
xǁSceneOCRServiceǁ_get_client	6	LOW-VALUE	client construction internals; real client never exercised	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_get_client__mutmut_6
xǁSceneOCRServiceǁ_get_client	7	LOW-VALUE	client construction internals; real client never exercised	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_get_client__mutmut_7
xǁSceneOCRServiceǁ_get_client	8	LOW-VALUE	client construction internals; real client never exercised	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_get_client__mutmut_8
xǁSceneOCRServiceǁ_get_client	9	LOW-VALUE	client construction internals; real client never exercised	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_get_client__mutmut_9
xǁSceneOCRServiceǁ_get_client	10	LOW-VALUE	client construction internals; real client never exercised	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_get_client__mutmut_10
xǁSceneOCRServiceǁ_get_client	11	LOW-VALUE	client construction internals; real client never exercised	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_get_client__mutmut_11
xǁSceneOCRServiceǁ_get_client	12	LOW-VALUE	client construction internals; real client never exercised	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_get_client__mutmut_12
xǁSceneOCRServiceǁ_get_client	13	LOW-VALUE	client construction internals; real client never exercised	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_get_client__mutmut_13
xǁSceneOCRServiceǁ_run_crop_ocr	6	TEST-GAP	payload/parse/result-schema unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_run_crop_ocr__mutmut_6
xǁSceneOCRServiceǁ_run_crop_ocr	7	EQUIVALENT	class token UPPER; filter lowercases anyway	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_run_crop_ocr__mutmut_7
xǁSceneOCRServiceǁ_run_crop_ocr	8	TEST-GAP	payload/parse/result-schema unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_run_crop_ocr__mutmut_8
xǁSceneOCRServiceǁ_run_crop_ocr	9	EQUIVALENT	class token UPPER; filter lowercases anyway	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_run_crop_ocr__mutmut_9
xǁSceneOCRServiceǁ_run_crop_ocr	10	TEST-GAP	payload/parse/result-schema unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_run_crop_ocr__mutmut_10
xǁSceneOCRServiceǁ_run_crop_ocr	11	EQUIVALENT	class token UPPER; filter lowercases anyway	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_run_crop_ocr__mutmut_11
xǁSceneOCRServiceǁ_run_crop_ocr	12	TEST-GAP	payload/parse/result-schema unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_run_crop_ocr__mutmut_12
xǁSceneOCRServiceǁ_run_crop_ocr	13	EQUIVALENT	class token UPPER; filter lowercases anyway	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_run_crop_ocr__mutmut_13
xǁSceneOCRServiceǁ_run_crop_ocr	14	TEST-GAP	payload/parse/result-schema unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_run_crop_ocr__mutmut_14
xǁSceneOCRServiceǁ_run_crop_ocr	15	EQUIVALENT	class token UPPER; filter lowercases anyway	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_run_crop_ocr__mutmut_15
xǁSceneOCRServiceǁ_run_crop_ocr	23	LOW-VALUE	semaphore 4->5 concurrency tweak	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_run_crop_ocr__mutmut_23
xǁSceneOCRServiceǁ_run_crop_ocr	26	TEST-GAP	payload/parse/result-schema unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_run_crop_ocr__mutmut_26
xǁSceneOCRServiceǁ_run_crop_ocr	28	TEST-GAP	payload/parse/result-schema unasserted	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_run_crop_ocr__mutmut_28
xǁSceneOCRServiceǁ_run_crop_ocr	29	LOW-VALUE	metric arg -> None	backend.services.scene_ocr_service.xǁSceneOCRServiceǁ_run_crop_ocr__mutmut_29
